Subject,Relationship,Object
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),serves,individuals
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),serves,homeless
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),serves,low-income
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),phone_number_is,323-676-1000
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),website_is,https://horizoncenters.org/services/
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),is_located_at,"10900 South Vermont Avenue, Los Angeles, CA 90044"
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),url_is_located_at,"https://www.google.com/maps/?q=10900+South+Vermont+Avenue,+Los+Angeles,+CA+90044/"
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),eligibility_is,This program helps people who are older than 17 years old.
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),eligibility_is,"1. Must have a primary medical problem
2. Must be physically and psychiatrically stable to receive care in a medical respite setting
3. Must be in need of short term recuperative care
4. Must be able to participate in ADLs
5. If on Methadone must be in a Methadone Program
6. Must be mentally compete"
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),eligibility_is,This program serves the homeless and hospital-referred patients throughout the Los Angeles County/Orange County region.
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),has_an_availability_status_of,available
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),description_is,"Horizon Recuperative Care provides comprehensive follow-up healthcare for the homeless, as well as support services for hospital-referred patients throughout the Los Angeles County/Orange County region. This program provides: - Post-hospital Medical Care - Medication Assistance - Behavioral Health and Addiction Prevention Services - Weekly Mental Health Assessments and Referrals - Homeless Case Management - Housing Transition Assistance - Transportation to/from Appointments - Daily Vitals - Crisis Management Services - Public Benefits Management"
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),speaks,English
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),costs,Free
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),has_Google_Reviews,TRUE
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),facebook_is,https://www.facebook.com/HorizonRecuperativeCare
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),covers,"This program covers residents of the following counties: Los Angeles County, CA and Orange County, CA."
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),latitude_is,33.9371465
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),longitude_is,-118.2915811
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),zipcode_is,90044.0
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),24hours_status_is,FALSE
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Monday's_time_open,11:00AM – 20:00PM
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Tuesday's_time_open,11:00AM – 20:00PM
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Wednesday's_time_open,11:00AM – 20:00PM
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Thursday's_time_open,11:00AM – 20:00PM
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Friday's_time_open,11:00AM – 20:00PM
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Saturday's_time_open,Closed
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),Sunday's_time_open,Closed
Recuperative Care for the Homeless in Los Angeles (Horizon Recuperative Care),offers,Shelter
Emergency Services (CHA Hollywood Presbyterian Medical Center),main_services_are,medical care
Emergency Services (CHA Hollywood Presbyterian Medical Center),main_services_are,prevent & treat
Emergency Services (CHA Hollywood Presbyterian Medical Center),main_services_are,hospital treatment
Emergency Services (CHA Hollywood Presbyterian Medical Center),other_services_are,checkup & test
Emergency Services (CHA Hollywood Presbyterian Medical Center),serves,all ages
Emergency Services (CHA Hollywood Presbyterian Medical Center),serves,individuals
Emergency Services (CHA Hollywood Presbyterian Medical Center),serves,benefit recipients
Emergency Services (CHA Hollywood Presbyterian Medical Center),serves,emergency
Emergency Services (CHA Hollywood Presbyterian Medical Center),phone_number_is,213-413-3000
Emergency Services (CHA Hollywood Presbyterian Medical Center),website_is,https://www.hollywoodpresbyterian.com/our-services/emergency-care/
Emergency Services (CHA Hollywood Presbyterian Medical Center),is_located_at,"1300 North Vermont Avenue, Los Angeles, CA 90027"
Emergency Services (CHA Hollywood Presbyterian Medical Center),url_is_located_at,"https://www.google.com/maps/?q=1300+North+Vermont+Avenue,+Los+Angeles,+CA+90027/"
Emergency Services (CHA Hollywood Presbyterian Medical Center),has_an_availability_status_of,available
Emergency Services (CHA Hollywood Presbyterian Medical Center),description_is,"The Emergency Department staff at CHA Hollywood Presbyterian Medical Center is dedicated to serving patients with faster, compassionate treatment during their times of highest need.This program provides: - Emergency medical careEmergency Services are provided to all patients who seek care regardless of financial status, race, education, nationality, or disability. CHA Hollywood Presbyterian Medical Center accepts Medicare and Medicaid."
Emergency Services (CHA Hollywood Presbyterian Medical Center),speaks,Armenian
Emergency Services (CHA Hollywood Presbyterian Medical Center),speaks,Chinese
Emergency Services (CHA Hollywood Presbyterian Medical Center),speaks,English
Emergency Services (CHA Hollywood Presbyterian Medical Center),speaks,Korean
Emergency Services (CHA Hollywood Presbyterian Medical Center),speaks,Russian
Emergency Services (CHA Hollywood Presbyterian Medical Center),speaks,Spanish
Emergency Services (CHA Hollywood Presbyterian Medical Center),costs,Reduced Cost
Emergency Services (CHA Hollywood Presbyterian Medical Center),has_Google_Reviews,TRUE
Emergency Services (CHA Hollywood Presbyterian Medical Center),facebook_is,https://m.facebook.com/CHAHPMedCenter/
Emergency Services (CHA Hollywood Presbyterian Medical Center),twitter_is,https://www.twitter.com/@CHAHPMedCenter
Emergency Services (CHA Hollywood Presbyterian Medical Center),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Emergency Services (CHA Hollywood Presbyterian Medical Center),latitude_is,34.0963224
Emergency Services (CHA Hollywood Presbyterian Medical Center),longitude_is,-118.2903015
Emergency Services (CHA Hollywood Presbyterian Medical Center),zipcode_is,90027.0
Emergency Services (CHA Hollywood Presbyterian Medical Center),24hours_status_is,TRUE
Emergency Services (CHA Hollywood Presbyterian Medical Center),offers,Shelter
"Walking In A New Direction (United American Indian Involvement, Inc.)",main_services_are,addiction & recovery
"Walking In A New Direction (United American Indian Involvement, Inc.)",main_services_are,substance abuse counseling
"Walking In A New Direction (United American Indian Involvement, Inc.)",main_services_are,drug testing
"Walking In A New Direction (United American Indian Involvement, Inc.)",serves,young adults
"Walking In A New Direction (United American Indian Involvement, Inc.)",serves,native american
"Walking In A New Direction (United American Indian Involvement, Inc.)",phone_number_is,213-202-39707178
"Walking In A New Direction (United American Indian Involvement, Inc.)",website_is,http://www.uaii.org
"Walking In A New Direction (United American Indian Involvement, Inc.)",is_located_at,"1125 W 6th St, Los Angeles, CA 90017"
"Walking In A New Direction (United American Indian Involvement, Inc.)",url_is_located_at,"https://www.google.com/maps/?q=1125+W+6th+St,+Los+Angeles,+CA+90017/"
"Walking In A New Direction (United American Indian Involvement, Inc.)",eligibility_is,This program helps people who are 14 to 17 years old.
"Walking In A New Direction (United American Indian Involvement, Inc.)",has_an_availability_status_of,Not specified
"Walking In A New Direction (United American Indian Involvement, Inc.)",description_is,"United American Indian Involvement helps to promote and support the physical, behavioral and spiritual well- being of American Indian/Alaska Natives in the urban Los Angeles area by providing comprehensive, integrated services that focus on all age groups and incorporate American Indian/ Alaska Native cultures and traditions.Walking In A New Direction Program provide education, cultural activities/events and other services in order to enhance AI/AN youth’s are also available for parents pf participating youth. Services are available to American Indian/Alaska Native youth in Los Angeles County ages 14-17.Services offered include; - Screening/Assessment for substance abuse and depression- Intervention/Treatment-  Aftercare- m  Group activities- Educational workshops covering youth topics-  Field trips- AftercareFore more information on any our services please contact Al Garcia at (213) 202-3970 ext. 7178"
"Walking In A New Direction (United American Indian Involvement, Inc.)",speaks,English
"Walking In A New Direction (United American Indian Involvement, Inc.)",costs,Free
"Walking In A New Direction (United American Indian Involvement, Inc.)",has_Google_Reviews,FALSE
"Walking In A New Direction (United American Indian Involvement, Inc.)",covers,"This program covers residents of the following counties: Los Angeles County, CA."
"Walking In A New Direction (United American Indian Involvement, Inc.)",latitude_is,34.0546408
"Walking In A New Direction (United American Indian Involvement, Inc.)",longitude_is,-118.2627668
"Walking In A New Direction (United American Indian Involvement, Inc.)",zipcode_is,90017.0
"Walking In A New Direction (United American Indian Involvement, Inc.)",24hours_status_is,FALSE
"Walking In A New Direction (United American Indian Involvement, Inc.)",Monday's_time_open,11:00AM – 20:00PM
"Walking In A New Direction (United American Indian Involvement, Inc.)",Tuesday's_time_open,11:00AM – 20:00PM
"Walking In A New Direction (United American Indian Involvement, Inc.)",Wednesday's_time_open,11:00AM – 20:00PM
"Walking In A New Direction (United American Indian Involvement, Inc.)",Thursday's_time_open,11:00AM – 20:00PM
"Walking In A New Direction (United American Indian Involvement, Inc.)",Friday's_time_open,11:00AM – 20:00PM
"Walking In A New Direction (United American Indian Involvement, Inc.)",Saturday's_time_open,Closed
"Walking In A New Direction (United American Indian Involvement, Inc.)",Sunday's_time_open,Closed
"Walking In A New Direction (United American Indian Involvement, Inc.)",offers,Shelter
The Ark Program (SHIELDS for Families),main_services_are,outpatient treatment
The Ark Program (SHIELDS for Families),other_services_are,food pantry
The Ark Program (SHIELDS for Families),other_services_are,clothing
The Ark Program (SHIELDS for Families),other_services_are,addiction & recovery
The Ark Program (SHIELDS for Families),other_services_are,residential treatment
The Ark Program (SHIELDS for Families),other_services_are,daily life skills
The Ark Program (SHIELDS for Families),other_services_are,parenting education
The Ark Program (SHIELDS for Families),other_services_are,mental health care
The Ark Program (SHIELDS for Families),other_services_are,counseling
The Ark Program (SHIELDS for Families),other_services_are,substance abuse counseling
The Ark Program (SHIELDS for Families),other_services_are,family counseling
The Ark Program (SHIELDS for Families),other_services_are,individual counseling
The Ark Program (SHIELDS for Families),other_services_are,drug testing
The Ark Program (SHIELDS for Families),other_services_are,navigating the system
The Ark Program (SHIELDS for Families),other_services_are,one-on-one support
The Ark Program (SHIELDS for Families),serves,adults 18+
The Ark Program (SHIELDS for Families),serves,individuals
The Ark Program (SHIELDS for Families),serves,families
The Ark Program (SHIELDS for Families),serves,substance dependency
The Ark Program (SHIELDS for Families),phone_number_is,323-242-5000
The Ark Program (SHIELDS for Families),website_is,https://www.shieldsforfamilies.org/outpatient-substance-abuse-treatment/
The Ark Program (SHIELDS for Families),is_located_at,"2620 Industry Way, Lynwood, CA 90262"
The Ark Program (SHIELDS for Families),url_is_located_at,"https://www.google.com/maps/?q=2620+Industry+Way,+Lynwood,+CA+90262/"
The Ark Program (SHIELDS for Families),eligibility_is,"This program serves adults with substance use disorders who are part of the general outpatient, General Relief (GR), AB 109 prison re-entry, or Drug Court program"
The Ark Program (SHIELDS for Families),has_an_availability_status_of,available
The Ark Program (SHIELDS for Families),description_is,"The Ark program is an outpatient substance abuse treatment program that provides comprehensive drug treatment and rehabilitation services to affected individuals while supporting family stability and promoting social and economic self-sufficiency. Services offered: - Outpatient Substance Abuse treatment - Case management - Individual, Group, and Family Counseling - Educational and vocational services -  Urinalysis testing. In addition, the Ark Program provides linkage and referral services to additional substance abuse and mental health treatment programs at SHIELDS and other community-based providers as well as linkage to our collaborative networks that provide housing, food, clothing, and transportation for those in need."
The Ark Program (SHIELDS for Families),speaks,English
The Ark Program (SHIELDS for Families),speaks,Spanish
The Ark Program (SHIELDS for Families),costs,Reduced Cost
The Ark Program (SHIELDS for Families),has_Google_Reviews,TRUE
The Ark Program (SHIELDS for Families),facebook_is,https://www.facebook.com/shields4family
The Ark Program (SHIELDS for Families),covers,"This program covers residents of the following counties: Los Angeles County, CA, Orange County, CA, Riverside County, CA, San Bernardino County, CA and Ventura County, CA."
The Ark Program (SHIELDS for Families),latitude_is,33.9233014
The Ark Program (SHIELDS for Families),longitude_is,-118.2258901
The Ark Program (SHIELDS for Families),zipcode_is,90262.0
The Ark Program (SHIELDS for Families),24hours_status_is,FALSE
The Ark Program (SHIELDS for Families),Monday's_time_open,11:00AM – 20:00PM
The Ark Program (SHIELDS for Families),Tuesday's_time_open,11:00AM – 20:00PM
The Ark Program (SHIELDS for Families),Wednesday's_time_open,11:00AM – 20:00PM
The Ark Program (SHIELDS for Families),Thursday's_time_open,11:00AM – 20:00PM
The Ark Program (SHIELDS for Families),Friday's_time_open,11:00AM – 20:00PM
The Ark Program (SHIELDS for Families),Saturday's_time_open,Closed
The Ark Program (SHIELDS for Families),Sunday's_time_open,Closed
The Ark Program (SHIELDS for Families),offers,Shelter
Heros & Sheros (SHIELDS for Families),main_services_are,psychiatric emergency services
Heros & Sheros (SHIELDS for Families),other_services_are,group therapy
Heros & Sheros (SHIELDS for Families),other_services_are,family counseling
Heros & Sheros (SHIELDS for Families),other_services_are,individual counseling
Heros & Sheros (SHIELDS for Families),other_services_are,drug testing
Heros & Sheros (SHIELDS for Families),other_services_are,recreation
Heros & Sheros (SHIELDS for Families),other_services_are,navigating the system
Heros & Sheros (SHIELDS for Families),other_services_are,support network
Heros & Sheros (SHIELDS for Families),other_services_are,one-on-one support
Heros & Sheros (SHIELDS for Families),other_services_are,tutoring
Heros & Sheros (SHIELDS for Families),serves,young adults
Heros & Sheros (SHIELDS for Families),serves,children
Heros & Sheros (SHIELDS for Families),serves,substance dependency
Heros & Sheros (SHIELDS for Families),phone_number_is,323-242-50004133
Heros & Sheros (SHIELDS for Families),website_is,https://www.shieldsforfamilies.org/heros-sheros/
Heros & Sheros (SHIELDS for Families),is_located_at,"15116 South Gibson Avenue, Compton, CA 90221"
Heros & Sheros (SHIELDS for Families),url_is_located_at,"https://www.google.com/maps/?q=15116+South+Gibson+Avenue,+Compton,+CA+90221/"
Heros & Sheros (SHIELDS for Families),has_an_availability_status_of,available
Heros & Sheros (SHIELDS for Families),description_is,"Shields for Families develop, deliver and evaluate culturally sensitive, comprehensive service models that empower and advocate for high-risk families in South Los Angeles. Heros & Sheros is a prevention, early intervention and mental health program for children and adolescents. Heros & Sheros addresses the high risk of alcohol and drug use with the children of substance abusers, as well as other problems related to their healthy development, by helping children adjust at home and in school, stabilizing family interactions, and empowering youth with skills that prepare them for college and adulthood. Services offered include: - Individual group and family therapy - Case management - Academic support and tutoring - leadership groups - Recreational activities - Crisis intervention - Alcohol, Tobacco and Other Drugs (ATOD) prevention. Children and adolescents between the ages of 6 and 18 whose parents are enrolled qualify for the services. Call at 800.735.2922 for more information."
Heros & Sheros (SHIELDS for Families),speaks,English
Heros & Sheros (SHIELDS for Families),speaks,Spanish
Heros & Sheros (SHIELDS for Families),costs,Reduced Cost
Heros & Sheros (SHIELDS for Families),has_Google_Reviews,TRUE
Heros & Sheros (SHIELDS for Families),facebook_is,https://www.facebook.com/shields4family
Heros & Sheros (SHIELDS for Families),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Heros & Sheros (SHIELDS for Families),latitude_is,33.8956186
Heros & Sheros (SHIELDS for Families),longitude_is,-118.1885303
Heros & Sheros (SHIELDS for Families),zipcode_is,90221.0
Heros & Sheros (SHIELDS for Families),24hours_status_is,FALSE
Heros & Sheros (SHIELDS for Families),Monday's_time_open,11:00AM – 20:00PM
Heros & Sheros (SHIELDS for Families),Tuesday's_time_open,11:00AM – 20:00PM
Heros & Sheros (SHIELDS for Families),Wednesday's_time_open,11:00AM – 20:00PM
Heros & Sheros (SHIELDS for Families),Thursday's_time_open,11:00AM – 20:00PM
Heros & Sheros (SHIELDS for Families),Friday's_time_open,11:00AM – 20:00PM
Heros & Sheros (SHIELDS for Families),Saturday's_time_open,Closed
Heros & Sheros (SHIELDS for Families),Sunday's_time_open,Closed
Heros & Sheros (SHIELDS for Families),offers,Shelter
Exodus (SHIELDS for Families),main_services_are,addiction & recovery
Exodus (SHIELDS for Families),main_services_are,residential treatment
Exodus (SHIELDS for Families),main_services_are,health education
Exodus (SHIELDS for Families),main_services_are,daily life skills
Exodus (SHIELDS for Families),main_services_are,parenting education
Exodus (SHIELDS for Families),main_services_are,mental health evaluation
Exodus (SHIELDS for Families),main_services_are,group therapy
Exodus (SHIELDS for Families),main_services_are,substance abuse counseling
Exodus (SHIELDS for Families),main_services_are,family counseling
Exodus (SHIELDS for Families),main_services_are,individual counseling
Exodus (SHIELDS for Families),main_services_are,one-on-one support
Exodus (SHIELDS for Families),main_services_are,support groups
Exodus (SHIELDS for Families),main_services_are,more education
Exodus (SHIELDS for Families),serves,adults
Exodus (SHIELDS for Families),serves,substance dependency
Exodus (SHIELDS for Families),serves,with children
Exodus (SHIELDS for Families),serves,female
Exodus (SHIELDS for Families),phone_number_is,323-242-50004122
Exodus (SHIELDS for Families),website_is,https://www.shieldsforfamilies.org
Exodus (SHIELDS for Families),is_located_at,"1746 East Kay Street, Compton, CA 90221"
Exodus (SHIELDS for Families),url_is_located_at,"https://www.google.com/maps/?q=1746+East+Kay+Street,+Compton,+CA+90221/"
Exodus (SHIELDS for Families),has_an_availability_status_of,available
Exodus (SHIELDS for Families),description_is,"Exodus services strengthen families through comprehensive and collaborative services including comprehensive case management, individual, group and family counseling, educational and vocational services, life skills classes, drug and alcohol education, child development and parenting and urinalysis testing. Family members are offered the opportunity to participate in family therapy, parenting and educational groups and significant others are provided with an on-site weekly support group or individual counseling to adult women who reside in South Los Angeles, who have children between the ages of 0 and 18, and who are struggling with substance use disorders."
Exodus (SHIELDS for Families),speaks,English
Exodus (SHIELDS for Families),speaks,Spanish
Exodus (SHIELDS for Families),costs,Reduced Cost
Exodus (SHIELDS for Families),has_Google_Reviews,TRUE
Exodus (SHIELDS for Families),facebook_is,https://www.facebook.com/shields4family
Exodus (SHIELDS for Families),covers,"This program covers residents of the following counties: Los Angeles County, CA."
Exodus (SHIELDS for Families),latitude_is,33.9043611
Exodus (SHIELDS for Families),longitude_is,-118.2054009
Exodus (SHIELDS for Families),zipcode_is,90221.0
Exodus (SHIELDS for Families),24hours_status_is,FALSE
Exodus (SHIELDS for Families),Monday's_time_open,11:00AM – 20:00PM
Exodus (SHIELDS for Families),Tuesday's_time_open,11:00AM – 20:00PM
Exodus (SHIELDS for Families),Wednesday's_time_open,11:00AM – 20:00PM
Exodus (SHIELDS for Families),Thursday's_time_open,11:00AM – 20:00PM
Exodus (SHIELDS for Families),Friday's_time_open,11:00AM – 20:00PM
Exodus (SHIELDS for Families),Saturday's_time_open,Closed
Exodus (SHIELDS for Families),Sunday's_time_open,Closed
Exodus (SHIELDS for Families),offers,Shelter
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),main_services_are,bereavement
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),main_services_are,support network
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),main_services_are,support groups
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),main_services_are,virtual support
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),serves,adults
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),serves,young adults
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),serves,teens
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),serves,grieving
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),serves,fathers
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),website_is,https://saddadsclub.com/events/
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),eligibility_is,This program serves bereaved fathers.
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),has_an_availability_status_of,available
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),description_is,SAD DADS CLUB FAL sessions intended for loss dads and non-birthing parents who have living children at home. This program provides:- Virtual bereavement supportSAD DADS CLUB meets via Zoom on the second Tuesday of each month at 8:30 p.m. ET for their “Fatherhood After Loss” (FAL) sessions.
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),speaks,English
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),costs,Free
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),has_Google_Reviews,TRUE
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),facebook_is,https://www.facebook.com/people/SAD-DADS-CLUB/61554223145428/
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),covers,"This program covers residents of the following states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV and WY."
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),24hours_status_is,FALSE
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Monday's_time_open,Closed
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Tuesday's_time_open,20:30PM – 21:30PM
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Wednesday's_time_open,Closed
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Thursday's_time_open,Closed
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Friday's_time_open,Closed
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Saturday's_time_open,Closed
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),Sunday's_time_open,Closed
Fatherhood After Loss (FAL) Sessions (Sad Dads Club),offers,Shelter
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),main_services_are,bereavement
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),main_services_are,support groups
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),serves,adults
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),serves,young adults
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),serves,teens
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),serves,children
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),serves,grieving
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),phone_number_is,909-447-7241
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),website_is,https://vnacare.com/grief-support/
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),eligibility_is,This program serves those who have experienced loss.
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),has_an_availability_status_of,available
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),description_is,"VNA Hospice & Palliative Care of Southern California provides support groups for anyone who has experienced the death of a loved one. These groups exist to provide hope in the grief journey through the experience of a supportive community that gives space and time to process feelings of loss to bring healing to hearts.This program provides:- Support groups for those experiencing lossAll groups are free of charge. Currently, only online support groups are being held due to COVID-19."
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),speaks,English
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),speaks,Spanish
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),costs,Free
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),has_Google_Reviews,TRUE
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),facebook_is,https://www.facebook.com/VNAHomeHealthAndHospice
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),twitter_is,https://www.twitter.com/@VNASoCal
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),covers,"This program covers residents of the following counties: Los Angeles County, CA and San Bernardino County, CA."
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),24hours_status_is,TRUE
Grief Support Groups (Visiting Nurse Association (VNA) Hospice & Palliative Care of Southern California),offers,Shelter
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),main_services_are,alternative medicine
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),main_services_are,exercise & fitness
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),main_services_are,counseling
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),main_services_are,specialized therapy
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),main_services_are,recreation
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),main_services_are,overnight camp
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,adults 18+
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,active duty
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,national guard
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,veterans
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,individuals
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,spouses
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),serves,ptsd
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),phone_number_is,575-377-5236
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),website_is,http://veteranswellnessandhealing.org/retreats/
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),eligibility_is,Veteran must have been diagnosed with Post Traumatic Stress (indicate date and by whom/where diagnosed in application).
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),eligibility_is,"Veteran must attend with partner or support person (spouse, boyfriend/girlfriend, sibling, close friend, fellow vet from PTS support group, or similar existing and continuing close relationship).  Contact the Center if you have unusual circumstances regarding a partner."
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),eligibility_is,All attendees must commit to the full seven and a half days.
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),eligibility_is,Participants must be free from any alcohol/drug addictions for at least 12 months prior to attending the retreat.
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),has_an_availability_status_of,available
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),description_is,"National Veterans Wellness and Healing Center is providing week long retreats for veterans, active duty military, reservists, and their significant others who have been diagnosed with PTS (post traumatic stress). This program provides:- Healing retreatsIncluded throughout the week are a mix of Native American healing ceremonies, equine reintegration training, massage, yoga, aroma therapy, acupuncture, art therapy, reiki, along with couples and group counseling sessions. All retreats are a total of seven and a half days. All attendees must commit to the full time period. All lodging, meals and meetings are paid by NVW&HC. Transportation to and from the retreats is the responsibility of the attendees.To apply, fill out an application, then scan and email or mail the application to the organization."
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),speaks,English
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),costs,Free
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),has_Google_Reviews,TRUE
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),facebook_is,https://www.facebook.com/pages/National-Veterans-Wellness-and-Healing-Center-of-Angel-Fire/123391897719973
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),covers,This program covers residents of All US states and territories.
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),24hours_status_is,FALSE
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Monday's_time_open,10:00AM – 19:00PM
Post Traumatic Stress Retreats (National Veterans Wellness & Healing Center In Angel Fire),Tuesday's_time_open,10:00AM – 19:00PM
