Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Financial Assistance for Military Families,https://www.auntbertha.com//american-red-cross--washington-dc--financial-assistance-for-military-families/5931501920976896?postal=19106,"['emergency payments', 'emergency food', 'temporary shelter', 'burial & funeral help', 'financial assistance']",,"['adults 18+', 'active duty', 'national guard', 'veterans', 'families', 'spouses', 'emergency']",877-272-7337,https://www.redcross.org/get-help/military-families/financial-assistance.html,,,"['Eligible for financial assistance if you are: An active duty service member OR', 'A member of an activated National Guard or Reserve unit OR', 'An immediate family member of a service member in the above two categories OR', 'A military retiree or spouse/widow(er) of a retiree.']",available,"The American Red Cross works in partnership with military aid societies to provide quality, reliable financial assistance to eligible applicants 24/7/365 in times of hardship.This program provides: - Financial assistance for emergency needsAssistance can include funds for emergency travel, burial of a loved one, emergency food and shelter, etc. Red Cross helps to facilitate the application process, the military aid society determines eligibility and the specific financial assistance package that is offered.You can submit a request online or call the American Red Cross Hero Care Center.  When calliing, be sure to have the following information ready to provide the representative:- Legal name- Rank or rating- Social Security number- Date of birth- Branch of service (Army, Navy, Air Force, Marines, Coast Guard)- Military unit address- Information about the deployed unit and home base unit (for deployed service members only)",['English'],Free,TRUE,https://www.facebook.com/redcross,https://www.twitter.com/@redcross,"This program covers residents of the following states: AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV and WY.",,,,TRUE,,,,,,,
Emergency Disaster Services,https://www.auntbertha.com//salvation-army-eastern-pennsylvania-%2526-delaware--philadelphia-pa--emergency-disaster-services/5161629360586752?postal=19124,"['disaster response', 'emergency food', 'temporary shelter', 'clothing', 'spiritual support']",,"['all ages', 'natural disaster survivors', 'emergency', 'individuals', 'families']",,https://easternusa.salvationarmy.org/eastern-pennsylvania/help-disaster-survivors/,,,[],available,"When disaster strikes, The Salvation Army is often among the first on the scene. In disaster relief operation, The Salvation Army's first aim is to meet the basic needs of those affected – both survivors and first responders.This program provides:- Food- Disaster shelter- Financial assistance- Spiritual care- Emotional carePlease call this provider for more information.",['English'],Free,TRUE,https://www.facebook.com/SalArmyEDS,https://www.twitter.com/@SalArmyEDS,"This program covers residents of the following counties: Adams County, PA, Berks County, PA, Bradford County, PA, Bucks County, PA, Carbon County, PA, Centre County, PA, Chester County, PA, Clinton County, PA, Columbia County, PA, Cumberland County, PA, Dauphin County, PA, Delaware County, PA, Franklin County, PA, Juniata County, PA, Lackawanna County, PA, Lancaster County, PA, Lebanon County, PA, Lehigh County, PA, Luzerne County, PA, Lycoming County, PA, Mifflin County, PA, Monroe County, PA, Montgomery County, PA, Montour County, PA, Northampton County, PA, Northumberland County, PA, Perry County, PA, Philadelphia County, PA, Pike County, PA, Potter County, PA, Schuylkill County, PA, Snyder County, PA, Sullivan County, PA, Susquehanna County, PA, Tioga County, PA, Union County, PA, Wayne County, PA, Wyoming County, PA and York County, PA.",,,,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Church-Based Shelters,https://www.auntbertha.com//bethesda-project--philadelphia-pa--church-based-shelters/5997720409997312?postal=19124,['temporary shelter'],"['meals', 'case management', 'one-on-one support']","['all ages', 'homeless', 'emergency']",,https://www.bethesdaproject.org/housing-shelter,"151 North 4th Street, Philadelphia, PA 19106","https://www.google.com/maps/?q=151+North+4th+Street,+Philadelphia,+PA+19106/",['This program serves homeless individuals.'],available,"In partnership with local churches, Bethesda Project provides shelter for men and women, year round and in the winter. This program provides:- Overnight shelterAdditional offerings for shelter recipients include:- Meals- Case management",['English'],Free,TRUE,https://www.facebook.com/BethesdaProject,https://www.twitter.com/@Bethesda_Proj,"This program covers residents of the following counties: Philadelphia County, PA.",39.9539437,-75.1463064,19106.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Men's Shelter,https://www.auntbertha.com//philly-house--philadelphia-pa--men%2527s-shelter/5704371963166720?postal=19124,['temporary shelter'],"['meals', 'personal hygiene']","['adults 18+', 'male', 'individuals', 'homeless', 'emergency']",215-922-6400,https://www.phillyhouse.org/what-we-do/mens-homeless-shelter-and-housing,"302 North 13th Street, Philadelphia, PA 19107","https://www.google.com/maps/?q=302+North+13th+Street,+Philadelphia,+PA+19107/",['This program serves single men in North Philadelphia who are experiencing homelessness.'],available,"Sunday Breakfast Rescue Mission strives to meet the physical needs of the homeless and hurting men in Philadelphia through emergency shelter services that provide safe beds and nutritious meals to their homeless guests 365 days a year. Services:- Temporary Shelter- Meals- Shower- Case Management Sunday Breakfast Rescue Mission includes an intake assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. You must go through a central intake assessment before placement into the homeless housing system. To receive a bed, please arrive at 7:00 PM. Intake closes at 8:00 PM. You do not need to call ahead. Men are able to stay with us for thirty days at a time.",['English'],Free,TRUE,https://www.facebook.com/phillyhomeless,https://www.twitter.com/@phillyhomeless,"This program covers residents of the following counties: Philadelphia County, PA.",39.958175,-75.160376,19107.0,TRUE,,,,,,,
Coffee House,https://www.auntbertha.com//catholic-social-services-of-the-archdiocese-of-philadelphia---saint-john%2527s-hospice-%2528sjh%2529--philadelphia-pa--coffee-house/5112554392387584?postal=19124,['temporary shelter'],"['meals', 'personal hygiene']","['adults 18+', 'male', 'homeless']",215-563-7763,https://saintjohnshospice.org/all-programs/,"1221 Race St, Philadelphia, PA 19107","https://www.google.com/maps/?q=1221+Race+St,+Philadelphia,+PA+19107/",['This program helps homeless men.'],available,"The Coffee House provides a safe resting and sleeping environment for chronically homeless men who typically avoid shelter living.This program provides:- Overnight shelterAdditional services:- Warm meal- Beverages- Restrooms- ShowersIf you are interested in staying at the SJH Coffee House, report to at the corner of N. Camac and Race Streets at 10 pm.",['English'],Free,TRUE,https://www.facebook.com/saintjohnshospice,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9561156,-75.159942,19107.0,FALSE,8:30 PM - 5:00 PM  EST,8:30 PM - 5:00 PM  EST,8:30 PM - 5:00 PM  EST,8:30 PM - 5:00 PM  EST,8:30 PM - 5:00 PM  EST,Closed,Closed
Outley House,https://www.auntbertha.com//self%252C-inc.--philadelphia-pa--outley-house/5992920927698944?postal=19124,"['temporary shelter', 'help find housing', 'navigating the system', 'case management', 'skills & training']","['daily life skills', 'help find healthcare', 'navigating the system', 'help find school', 'skills & training']","['seniors', 'adults 18+', 'male', 'homeless', 'all mental health']",215-496-9610,https://www.selfincorp.org/programs-services,"1211 Chestnut Street, Philadelphia, PA 19107","https://www.google.com/maps/?q=1211+Chestnut+Street,+Philadelphia,+PA+19107/","['Must be male and homeless', 'Must have a referral from The Office of Homeless Services (OHS).', 'This program helps people who are older than 17 years old.']",available,"Outley House serves single, adult men who are experiencing homelessness and are between the ages of 18 and 70+ years old. Their staff work tirelessly to help clients get back on their feet and start along the path to independence.This program provides:- Help find housing- Temporary shelter- Case managementThey also offer:- Behavioral and physical health services- Education opportunities- Independent living preparation- Access to resources and community contacts",['English'],Free,TRUE,https://www.facebook.com/SELFIncorp/,https://www.twitter.com/@SelfInc1,"This program covers residents of the following counties: Philadelphia County, PA.",39.9506585,-75.1606944,19107.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
My Brother's House,https://www.auntbertha.com//bethesda-project--philadelphia-pa--my-brother%2527s-house/5138871176658944?postal=19124,"['temporary shelter', 'safe housing', 'mental health care', 'substance abuse counseling']","['meals', 'navigating the system', 'case management']","['all ages', 'male', 'homeless', 'near homeless', 'all mental health']",215-985-1600,https://www.bethesdaproject.org/housing-shelter,"609 South 15th Street, Philadelphia, PA 19146","https://www.google.com/maps/?q=609+South+15th+Street,+Philadelphia,+PA+19146/",['This program serves homeless men.'],available,"My Brother's House program offers a safe heaven that provides pre-recovery housing and an array of supportive services to 20 vulnerable men with chronic mental illness and substance abuse problem. This program provides:- Temporary shelterIn addition to a safe place to stay, resident are provided with:- Meals- Social services",['English'],Free,TRUE,https://www.facebook.com/BethesdaProject/,https://www.twitter.com/@Bethesda_Proj,"This program covers residents of the following counties: Philadelphia County, PA.",39.9435352,-75.1671412,19146.0,TRUE,,,,,,,
RHD Fernwood Program,https://www.auntbertha.com//resources-for-human-development-%2528rhd%2529---pennsylvania--philadelphia-pa--rhd-fernwood-program/4670495380209664?postal=19128,['temporary shelter'],['navigating the system'],"['all ages', 'male', 'individuals', 'homeless']",215-685-8333,https://www.rhd.org/program/rhd-fernwood/,"2100 West Girard Avenue, Philadelphia, PA 19130","https://www.google.com/maps/?q=7979+State+Rd,+Philadelphia,+PA+19136/",['This program serves single males.'],available,RHD Fernwood provides emergency housing for single men in Philadelphia referred by Philadelphia’s Office of Homeless Services. Assessments focus on the immediate needs of the individual. Linkages with community services enable individuals to address primary social service and housing needs.This program provides:- Emergency housing,['English'],Free,TRUE,https://www.facebook.com/ResourcesHD/timeline/,https://www.twitter.com/@Resources4HD,"This program covers residents of the following counties: Philadelphia County, PA.",40.0311934,-75.0218051,19136.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Drop In Center,https://www.auntbertha.com//prevention-point-philadelphia-%2528ppp%2529--philadelphia-pa--drop-in-center/5089660355477504?postal=19111,"['weather relief', 'meals', 'addiction & recovery', 'medical care', 'navigating the system', 'case management', 'one-on-one support', 'advocacy & legal aid']",,"['adults 18+', 'individuals', 'families']",215-634-5272,https://ppponline.org/node/158/drop-center,"2915 Kensington Avenue, Philadelphia, PA 19134","https://www.google.com/maps/?q=2915+Kensington+Avenue,+Philadelphia,+PA+19134/","['This program serves residents in Philadelphia county, PA.']",available,"The Drop In Center strives to be free of judgment, allowing people of all backgrounds to come in and relax. The Drop In Center is in many ways the gateway through which participants are connected to the many services provided by PPP. This program provides:- Case management- HIV/HCV testing and counseling- Mail services- Legal clinic- Medical services- CRAFT (links participants to addiction treatment)- Specialized surveys - MealsThe Drop In Center is open five days a week and provides daily respite for clients from outside weather.","['English', 'Spanish']",Free,TRUE,https://www.facebook.com/preventionpointphiladelphia,https://www.twitter.com/@preventionpp,"This program covers residents of the following counties: Philadelphia County, PA.",39.9927854,-75.1196455,19134.0,FALSE,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,12:00 PM - 5:00 PM  EST,Closed,Closed
Crisis Care Services,https://www.auntbertha.com//covenant-house--philadelphia-pa--crisis-care-services/5925873791401984?postal=19111,['temporary shelter'],"['temporary shelter', 'meals', 'clothing', 'home goods', 'medical care', 'personal hygiene', 'physical safety', 'advocacy & legal aid']","['teens', 'foster youth', 'homeless']",215-951-5411,https://www.covenanthouse.org/childrens-charity/continuum-of-care/crisis-care,"31 East Armat Street, Philadelphia, PA 19144","https://www.google.com/maps/?q=31+East+Armat+Street,+Philadelphia,+PA+19144/",['This program serves teens experiencing homelessness.'],available,"Covenant House's Crisis Care Services are short-term programs where a homeless child's most pressing, urgent needs are met immediately. There is no requirement that a young person be referred through an official channel – they can come anytime, day or night.

This program provides:

- Shelter
- Hot meal
- Emergency medical care
- Showers

This program also provides:

- Mental health care
- Legal assistance 

During the intake process, kids share their stories with trained staff so their immediate needs can be identified and then a plan is created for the best way to support them.",['English'],Free,TRUE,https://www.facebook.com/CovenantHouse,https://www.twitter.com/@CovenantHouse,"This program covers residents of the following cities: Anchorage, AK, Anaheim, CA, Hayward, CA, Los Angeles, CA, Oakland, CA, Santa Clara, CA, Washington, DC, Fort Lauderdale, FL, Orlando, FL, Atlanta, GA, Chicago, IL, New Orleans, LA, Detroit, MI, Grand Rapids, MI, Saint Louis, MO, Asbury Park, NJ, Atlantic City, NJ, Elizabeth, NJ, Jersey City, NJ, Montclair, NJ, Newark, NJ, New York, NY, Philadelphia, PA, York, PA and Houston, TX.",40.0356379,-75.1733708,19144.0,TRUE,,,,,,,
Navigation Center,https://www.auntbertha.com//horizon-house--philadelphia-pa--navigation-center/6224216144216064?postal=19111,"['temporary shelter', 'clothing', 'personal hygiene', 'navigating the system', 'meals']",,"['homeless', 'all ages']",215-222-2466,http://www.hhinc.org/AdminHome.asp?ArticleID=301,"5901 Market Street, Philadelphia, PA 19104","https://www.google.com/maps/?q=5901+Market+Street,+Philadelphia,+PA+19104/",['This program serves people experiencing homelessness.'],available,"Navigation Center offers service-resistant homeless individuals the chance to gain stability by offering to meet their immediate needs by providing basic human services.Services include:- Temporary shelter- Food- Showers - Season-appropriate clothing- Resources for other human servicesFor more information, please call the Outreach Coordination Center's 24-hour hotline: 215-232-1984.",['English'],Free,TRUE,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.962058,-75.2391324,19104.0,FALSE,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,9:00 AM - 5:00 PM  EST,Closed,Closed
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake",https://www.auntbertha.com//city-of-philadelphia---office-of-homeless-services--philadelphia-pa--city-of-philadelphia%252C-office-of-homeless-services---prevention%252C-diversion-and-intake/6101823548030976?postal=19111,"['emergency payments', 'help pay for housing', 'help pay for utilities', 'temporary shelter', 'financial assistance', 'financial education']",,"['adults 18+', 'individuals', 'families', 'home renters', 'near homeless', 'limited english']",215-686-7175,https://www.phila.gov/departments/office-of-homeless-services/,"1401 John F Kennedy Boulevard 10th floor, Philadelphia, PA 19102","https://www.google.com/maps/?q=804+North+Broad+Street,+Philadelphia,+PA+19130/","['This program helps people with income at or below 125% of federal poverty guidelines.', 'Must be experiencing a financial crisis and at imminent risk of becoming homeless. OR', 'Received a court eviction hearing notice or court-ordered eviction. OR', 'Received a notice to vacate from landlord. OR', 'Lack family and financial resources, placing you at risk for homelessness. OR', 'Have the ability to sustain housing after receiving assistance.']",available,"The City of Philadelphia - Office of Homeless Services provides limited emergency financial assistance and/or emergency response for families and individuals displaced or experiencing homelessness and residents with court-ordered evictions.This program provides:- Mediation- Financial Counseling- Problem solving- One-time payment for move-in costs (security deposit, first and last month’s rent)- Up to 12 months of rental assistance with housing case management- Emergency Housing (shelter)Assistance is available for residents displaced by disasters, natural and otherwise. Due to high call volume, OHS staff will return calls within 5 to 10 business days. Assistance is based on funding availability.Please call for updated information on available funding for assistance.","['English', 'Spanish']",Free,TRUE,https://www.facebook.com/pages/Philadelphia-PA/City-of-Philadelphia/23587514958,https://www.twitter.com/@PhiladelphiaGov,"This program covers residents of the following counties: Philadelphia County, PA.",39.968264,-75.1606146,19130.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Youth Emergency Service (YES),https://www.auntbertha.com//youth-service%252C-inc--philadelphia-pa--youth-emergency-service-%2528yes%2529/5680777996009472?postal=19111,"['temporary shelter', 'counseling', 'navigating the system', 'support network']","['meals', 'sex education', 'medical care', 'disease screening', 'more education', 'screening & exams']","['teens', 'children', 'homeless', 'runaways', 'in crisis', 'emergency']",215-787-0633,https://ysiphilly.org/youth-emergency-service/,"1526 Fairmount Avenue, Philadelphia, PA 19130","https://www.google.com/maps/?q=1526+Fairmount+Avenue,+Philadelphia,+PA+19130/",['This program helps people who are 12 to 17 years old.'],available,"Youth Emergency Service (YES) offers immediate housing, respite, and support services to youth ages 12-17 facing housing insecurity or are unable to safely live with family. YES Services include:- Twenty four hour emergency respite and protection for youth ages 12-17- Telephone hotline and referral services as well as links to national runaway and homeless youth providers through national Runaway Safeline and National safe Place- Medical care – examinations and follow-up- Counseling supports and referrals- Voluntary and confidential HIV testing- Linkage to The Attic for those wanting service for LGBTQ youth- Physical and sexual health information and supports- Referral to home based services for families- Education and recreation programming and supports- Title I tutoringYouth can be self referred, enter through the formal child welfare system, Department of Human Services, or through referrals from partner organizations throughout the county. Referrals come from family, school staff and other concerned persons.",['English'],Free,TRUE,https://www.facebook.com/ysiyouthserviceinc,https://www.twitter.com/@YSIPHILLY,"This program covers residents of the following counties: Philadelphia County, PA.",39.9668498,-75.1630885,19130.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Code Blue,https://www.auntbertha.com//project-home--philadelphia-pa--code-blue/5982309675433984?postal=19111,"['temporary shelter', 'weather relief']","['transportation', 'help hotlines']","['anyone in need', 'all ages', 'individuals', 'homeless']",215-232-1984,https://www.projecthome.org/code-blue-2023,"1401 John F Kennedy Boulevard, Philadelphia, PA 19102","https://www.google.com/maps/?q=1401+John+F+Kennedy+Boulevard,+Philadelphia,+PA+19102/",['This program serves homeless individuals.'],available,"Project HOME provides an emergency shelter when it issues an emergency warning Code Blue. Code Blue is when the National Weather Service predicts wind chills of 20 degrees or lower or precipitation with temperatures below 32 degrees to preserve the lives of chronically homeless individuals.This program provides:- Short-term emergency shelterCity officials are urging the public to call Homeless Outreach at any time if they see someone who is homeless and sleeping on the street. Homeless outreach teams are available 24 hours a day, seven days a week.",['English'],Free,TRUE,,https://www.twitter.com/@PHLCityHomeless,"This program covers residents of the following cities: Philadelphia, PA.",39.9540966,-75.1644793,19102.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
