Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Food Pantry,https://www.auntbertha.com//the-salvation-army-west-philadelphia-corps-community-center--philadelphia-pa--food-pantry/5687414567993344?postal=19126,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'homeless', 'near homeless', 'low-income']",215-825-4601,https://easternusa.salvationarmy.org/eastern-pennsylvania/greater-philadelphia/alleviate-hunger/,"5501 Market Street, Philadelphia, PA 19139","https://www.google.com/maps/?q=5501+Market+Street,+Philadelphia,+PA+19139/",['Anyone can access this program.'],available,"The Salvation Army West Philadelphia Corps Community Center Food Pantry provides groceries and food for families and individuals in need.This program provides:- Food to meet basic nutritional needsFood is free, but some locations require appointments. Others are on a walk-in first come first served basis. Call your local Salvation Army office or the 2-1-1 help line to determine which food pantry serves your area.",['English'],Free,TRUE,https://www.facebook.com/SalArmyPhilly,https://www.twitter.com/@SalArmyPhilly,"This program covers residents of the following cities: Philadelphia, PA.",39.9610016,-75.2312927,19139.0,FALSE,9:00 AM - 1:00 PM  EST,9:00 AM - 1:00 PM  EST,9:00 AM - 1:00 PM  EST,9:00 AM - 1:00 PM  EST,Closed,Closed,Closed
Food Distribution,https://www.auntbertha.com//the-salvation-army-of-greater-philadelphia---philadelphia-central-%2528grays-ferry%2529--philadelphia-pa--food-distribution/4734327233183744?postal=19126,['food pantry'],,"['all ages', 'low-income']",215-825-4601,https://easternusa.salvationarmy.org/eastern-pennsylvania/greater-philadelphia/,"3225 Reed Street, Philadelphia, PA 19146","https://www.google.com/maps/?q=3225+Reed+Street,+Philadelphia,+PA+19146/",[],available,"The Salvation Army provides distribution of nutritious food to those in need.This program provides:- Food distributionParticipants must complete an application and bring documentation before receiving services. Please call for food availability, distribution times, and distribution dates.","['English', 'Spanish']",Free,TRUE,https://www.facebook.com/pages/category/Charity-Organization/The-Salvation-Army-CentralGrays-Ferry-Corps-100664791779478/,,"This program covers residents of the following cities: Philadelphia, PA.",39.9370679,-75.197445,19146.0,FALSE,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,8:00 AM - 5:00 PM  EST,Closed,Closed
Food Pantry,https://www.auntbertha.com//african-cultural-alliance-of-north-america-inc.-%2528acana%2529--philadelphia-pa--food-pantry/6524353764130816?postal=19126,['food pantry'],,"['all ages', 'immigrants', 'refugees', 'individuals', 'families', 'low-income', 'limited english']",215-729-8225,http://acanaus.org,"5530 Chester Avenue, Philadelphia, PA 19143","https://www.google.com/maps/?q=5530+Chester+Avenue,+Philadelphia,+PA+19143/",['This program serves individuals and families experiencing food insecurity.'],available,"ACANA serves as a food bank and distributes food to members of the Southwest and West Philadelphia community. ACANA can also distribute clothing, toys, building materials and other resources received as donations.This program provides:- Food to meet basic nutritional requirements - Other items as availableThis program is distributed very two weeks at ACANA.",['English'],Free,TRUE,https://www.facebook.com/ACANA.Philadelphia,https://www.twitter.com/@ACANAevents,"This program covers residents of the following counties: Prince Georges County, MD and Philadelphia County, PA.",39.938005,-75.2248314,19143.0,FALSE,10:00 AM - 6:00 PM  EST,10:00 AM - 6:00 PM  EST,10:00 AM - 6:00 PM  EST,10:00 AM - 6:00 PM  EST,Closed,Closed,Closed
Food Cupboard,https://www.auntbertha.com//cast-your-cares-ministry--philadelphia-pa--food-cupboard/5742059674402816?postal=19122,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-634-7445,https://castyourcares.org/community-outreach/,"2438 Kensington Avenue, Philadelphia, PA 19125","https://www.google.com/maps/?q=2438+Kensington+Avenue,+Philadelphia,+PA+19125/",['Anyone can access this program.'],available,"Cast Your Cares Ministry's Food Cupboard provides groceries for individuals and families in need. People know they can come to Cast Your Cares to receive food and not just a referral.This program provides:- Food to meet basic nutritional needsDue to the COVID-19 pandemic, grocery pickup is by appointment only. Please stop by and sign up to receive an appointment for groceries on Tuesdays between 2-3 pm.",['English'],Free,TRUE,https://www.facebook.com/castyourcares.org/?eid=ARBqPAC4YneTDv0w8HHVBg_EydvfnGW-FW7XBrl4KkBqWWBw1MYk3rIjmLrbE0Y263FffV8Ru-BiGqQO,,"This program covers residents of the following counties: Philadelphia County, PA.",39.987082,-75.1307997,19125.0,TRUE,,,,,,,
St. Mark's Food Cupboard,https://www.auntbertha.com//saint-mark%2527s-church--philadelphia-pa--st.-mark%2527s-food-cupboard/6094953357770752?postal=19122,['food pantry'],"['personal care items', 'navigating the system']","['anyone in need', 'all ages']",215-735-1416,http://www.saintmarksphiladelphia.org/foodcupboard/,"1625 Locust Street, Philadelphia, PA 19103","https://www.google.com/maps/?q=1625+Locust+Street,+Philadelphia,+PA+19103/","['This program helps people with income at or below 185% of federal poverty guidelines.', 'This program only serves residents of the state of Pennsylvania.,']",available,"The Food Cupboard provides various services to families and individuals in the community.

This program provides:

- Supplemental food assistance, largely shelf-stable items
- Household and personal care items

Other services include:

- Referrals to various other social service agencies, as needed

The Food Cupboard operates from Tuesday to Friday from 9:30 a.m. to 11:00 a.m. 
The Food Cupboard is closed Thanksgiving Day and the Friday afterwards, as well as the week between Christmas and New Year's, and the last full week of July.",['English'],Free,TRUE,https://www.facebook.com/saintmarkschurch,https://www.twitter.com/@saintmarksphila,"This program covers residents of the following cities: Philadelphia, PA.",39.9489257,-75.1683325,19103.0,FALSE,Closed,Closed,Closed,9:30 AM - 11:00 AM  EST,9:30 AM - 11:00 AM  EST,Closed,Closed
Food Distribution,https://www.auntbertha.com//north10%252C-philadelphia--philadelphia-pa--food-distribution/5743477776973824?postal=19122,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",267-908-9000,https://north10phl.org/health-wellness/,"3890 North 10th Street, Philadelphia, PA 19140","https://www.google.com/maps/?q=3890+North+10th+Street,+Philadelphia,+PA+19140/",['Anyone can access this program.'],available,"North10, Philadelphia's Community Market provides a food pantry consisting of quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet nutritional needsPlease call before visiting since registration may be required at times.","['English', 'Spanish']",Free,TRUE,https://www.facebook.com/lenfest.ctr/,,"This program covers residents of the following cities: Philadelphia, PA.",40.0116671,-75.1444282,19140.0,FALSE,Closed,1:00 PM - 3:00 PM  EST,Closed,1:00 PM - 3:00 PM  EST,Closed,Closed,Closed
Farm to Families,https://www.auntbertha.com//st.-christopher%2527s-foundation-for-children--philadelphia-pa--farm-to-families/5397808157032448?postal=19122,['food pantry'],['nutrition education'],"['anyone in need', 'all ages', 'individuals', 'families', 'benefit recipients', 'low-income']",215-769-1100,https://scfchildren.org/farm-to-families-initiative/,"850 North 11th Street, Philadelphia, PA 19123","https://www.google.com/maps/?q=850+North+11th+Street,+Philadelphia,+PA+19123/",['Must be eligible for SNAP benefits.'],available,"Each week, Farm to Families supplies North Philadelphia families with boxes of wholesome fresh produce or fruit at a reduced cost. Boxes are packed with delicious seasonal fruits and vegetables, often valued at double the price. Additional fresh items including local eggs, meat, and seafood are also offered at affordable prices.This program provides:- Food to meet basic nutritional needsFarm to Families also provides food and nutrition education, including food budgeting and shopping tips, basic food preparation and cooking skills, and demonstrations and taste tests, aligned with the weekly boxes.Orders are taken one week in advance. SNAP benefits are all accepted for payment. Farm to Families is open to all with no income restrictions.",['English'],Reduced Cost,TRUE,https://www.facebook.com/FarmtoFamilies/,https://www.twitter.com/@FarmtoFamilies,"This program covers residents of the following cities: Philadelphia, PA.",39.9679663,-75.1549485,19123.0,FALSE,9:50 AM - 6:50 PM EST,9:50 AM - 6:50 PM EST,9:50 AM - 6:50 PM EST,9:50 AM - 6:50 PM EST,9:50 AM - 6:50 PM EST,Closed,Closed
Nutrition Lunch & Learn,https://www.auntbertha.com//frazier-family-coalition-for-stroke-education-and-prevention--philadelphia-pa--nutrition-lunch-%2526-learn/6061022550556672?postal=19122,"['food pantry', 'nutrition education']",,"['anyone in need', 'all ages', 'individuals', 'families']",215-890-1567,https://www.frazierfamilycoalition.org/community-programs/nutrition-lunch/,"1300 West Lehigh Avenue, Philadelphia, PA 19132","https://www.google.com/maps/?q=1300+West+Lehigh+Avenue,+Philadelphia,+PA+19132/",['Anyone in need can access this program.'],available,The Frazier Family Coalition for Stroke Education and Prevention provides healthy nutrition topics and food demonstrations. Participants are also able to take home a free box of fresh produce.This program provides:- Nutrition education- Fresh produce,['English'],Free,TRUE,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9928236,-75.1535804,19132.0,FALSE,Closed,Closed,Closed,12:00 PM - 1:00 PM  EST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//golden-star-baptist-church-%2528gsbc%2529--philadelphia-pa--food-pantry/6526637829783552?postal=19112,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-769-0623,https://goldenstaronline.org/ministries,"1635 North 27th Street, Philadelphia, PA 19121","https://www.google.com/maps/?q=1635+North+27th+Street,+Philadelphia,+PA+19121/",['Anyone can access this program.'],available,GSBC offers a Food Pantry for individuals or families who are food insecure and are in need of assistance meeting their nutritional needs. This program provides: - Food to meet your basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.9807777,-75.1785867,19121.0,FALSE,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,Closed,Closed
Free Produce Markets,https://www.auntbertha.com//children%2527s-hospital-of-philadelphia-%2528chop%2529--philadelphia-pa--free-produce-markets/6006436119248896?postal=19112,['food pantry'],,"['all ages', 'individuals', 'families']",,,"1701 South 15th Street, Philadelphia, PA 19145","https://www.google.com/maps/?q=1701+South+15th+Street,+Philadelphia,+PA+19145/",[],available,CHOP's free produce markets provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families.This program provides:- Food to meet basic nutritional needsPlease bring your own bag when you visit. The market will be cancelled if it rains.,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.92917780000000,-75.16901780000000,19145.0,FALSE,Closed,Closed,Closed,Closed,9:00 AM - 10:00 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//project-home--philadelphia-pa--food-pantry/5485996744114176?postal=19112,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families', 'with children']",215-235-3110,https://www.projecthome.org/hbcc,"1845 North 23rd Street, Philadelphia, PA 19121","https://www.google.com/maps/?q=1845+North+23rd+Street,+Philadelphia,+PA+19121/",['Anyone can access this program.'],available,"Project HOME helps alleviate hunger in our community in an environment of respect, care and hospitality.This program provides:- Foods to meet basic nutritional needsPlease call for more information.",['English'],Free,TRUE,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9831843,-75.1717296,19121.0,FALSE,7:30 AM - 9:30 AM  PST,Closed,7:30 AM - 9:30 AM  PST,7:30 AM - 9:30 AM  PST,Closed,Closed,Closed
Food Cupboard,https://www.auntbertha.com//refuge-evangelical-baptist-church-%2528rebc%2529--philadelphia-pa--food-cupboard/4860746388471808?postal=19112,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-224-2024,https://www.refugeevangelical.org/ministries,"1100 Oak Lane, Philadelphia, PA 19126","https://www.google.com/maps/?q=1100+Oak+Lane,+Philadelphia,+PA+19126/",['Anyone can access this program.'],available,REBC's Food Cupboard provides a food pantry to help alleviate hunger in the community.This program provides:- Food to meet nutritional needs,['English'],Free,TRUE,https://www.facebook.com/pg/www.rebc.org/about/?ref=page_internal,,"This program covers residents of the following cities: Philadelphia, PA.",40.0546799,-75.1366149,19126.0,FALSE,Closed,7:00 AM - 10:00 AM  PST,Closed,Closed,Closed,Closed,Closed
Food Cupboard,https://www.auntbertha.com//berean-presbyterian-church--philadelphia-pa--food-cupboard/5849502340612096?postal=19112,"['food pantry', 'clothing', 'counseling', 'basic literacy']",,"['anyone in need', 'all ages']",605-472-5636,https://www.bereanpresbyterian.org/ministries-1,"2101 North Broad Street, Philadelphia, PA 19122","https://www.google.com/maps/?q=2101+North+Broad+Street,+Philadelphia,+PA+19122/",['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.9848773,-75.1560802,19122.0,FALSE,Closed,Closed,8:00 AM - 10:00 AM  PST,Closed,8:00 AM - 10:00 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//star-of-hope-baptist-church--philadelphia-pa--food-pantry/5924269727678464?postal=19112,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",,https://www.starofhopebc.org/weekly-bulletin,"7212 Keystone Street, Philadelphia, PA 19135","https://www.google.com/maps/?q=7212+Keystone+Street,+Philadelphia,+PA+19135/",['Anyone can access this program.'],available,"Star of Hope Baptist Church offers a food pantry which serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of assistance.This program provides: - Food to meet basic nutritional needs",['English'],Free,TRUE,https://www.facebook.com/Star-of-Hope-Baptist-Church-147516732074440/,,"This program covers residents of the following cities: Philadelphia, PA.",40.0271939,-75.0340536,19135.0,FALSE,Closed,8:00 AM - 10:00 AM  PST,Closed,Closed,Closed,Closed,Closed
Hunger Programs - Senior Citizen Boxes,https://www.auntbertha.com//feast-of-justice--philadelphia-pa--hunger-programs---senior-citizen-boxes/4899393198620672?postal=19112,['food pantry'],,"['anyone in need', 'all ages']",215-268-3510,http://www.feastofjustice.org,"3101 Tyson Avenue, Philadelphia, PA 19149","https://www.google.com/maps/?q=3101+Tyson+Avenue,+Philadelphia,+PA+19149/","['This program serves individuals living in one of these zip codes: 19111, 19114, 19115, 19116, 19124, 19135, 19136, 19149, 19152, 19154']",available,"Senior Citizen Boxes program offers plentiful programs to combat hunger in the community.This program provides:- A community cupboard, which provides families with emergency, supplemental food every month.Once you apply, it takes 1 to 2 months for your name to appear on the list.",['English'],Free,TRUE,https://www.facebook.com/FeastOfJusticePhiladelphia/?view_public_for=170475529821804,,"This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA.",40.0372113,-75.052399,19149.0,FALSE,Closed,6:00 AM - 9:00 AM  PST,1:00 PM - 4:00 PM  PST,2:30 PM - 4:00 PM  PST,7:00 AM - 8:30 AM  PST,7:00 AM - 1:00 PM  PST,Closed
Food Pantry,https://www.auntbertha.com//episcopal-community-services-%2528ecs%2529--philadelphia-pa--food-pantry/5643194546257920?postal=19112,"['emergency food', 'food pantry']",,"['anyone in need', 'all ages', 'individuals', 'families']",215-528-5400,https://ecsphilly.org/st-barnabas/,"6006 West Girard Avenue, Philadelphia, PA 19151","https://www.google.com/maps/?q=6006+West+Girard+Avenue,+Philadelphia,+PA+19151/",['Must reside in the Carroll Park West Philadelphia neighborhood.'],available,"Episcopal Community Services (ECS) offers a open choice food pantry to families and individuals who simply have fallen on hard times or recently unemployed and need assistance to make ends meet. Families receive bags of dry, canned, and jarred goods.This program provides:- Food to meet basic nutritional needsBecause supplies are limited, families can utilize the cupboard only once per month.",['English'],Free,TRUE,https://www.facebook.com/ECSPhilly/,https://www.twitter.com/@ECSPhilly,"This program covers residents of the following cities: Philadelphia, PA.",39.9696013,-75.23993,19151.0,FALSE,7:00 AM - 11:00 AM  PST,7:00 AM - 11:00 AM  PST,7:00 AM - 11:00 AM  PST,7:00 AM - 11:00 AM  PST,7:00 AM - 11:00 AM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//st-michaels-lutheran-church---kensington--philadelphia-pa--food-pantry/5012206950547456?postal=19112,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-423-0792,https://www.ourlutherancommunity.org/,,,['Anyone in need can access this program.'],available,St. Michael's Food Pantry Ministry is dedicated to stepping up efforts to address food insecurity.  This program provides:- Food distribution to meet basic nutritional needs.Please call for more details. St. Michael's Food Pantry serves 20-40 families each week.,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",,,,FALSE,Closed,Closed,Closed,8:00 AM - 9:00 AM  PST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//parkside-association-of-philadelphia--philadelphia-pa--food-pantry/6699696089858048?postal=19112,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-877-1198,http://www.parksideassociation.org,"5070 Parkside Avenue, Philadelphia, PA 19131","https://www.google.com/maps/?q=5070+Parkside+Avenue,+Philadelphia,+PA+19131/",[],available,Parkside Association of Philadelphia hosts a food pantry within their office for anyone in need throughout the community to visit. This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.9796583,-75.2212417,19131.0,FALSE,8:30 AM - 4:00 PM,8:30 AM - 4:00 PM,8:30 AM - 4:00 PM,8:30 AM - 4:00 PM,8:30 AM - 1:00 PM,Closed,Closed
Food Pantry,https://www.auntbertha.com//st.-paul-metropolitan-a.m.e.-church--philadelphia-pa--food-pantry/5184746006904832?postal=19118,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-365-3330,http://www.spmame.org/,"8398 Lindbergh Boulevard, Philadelphia, PA 19153","https://www.google.com/maps/?q=8398+Lindbergh+Boulevard,+Philadelphia,+PA+19153/",['Anyone can access this program.'],available,St. Paul Metropolitan A.M.E. Church provides a food pantry for members of their community. The food pantry serves close to 100 families each Thursday.This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.8977253,-75.2515019,19153.0,FALSE,Closed,Closed,Closed,5:00 AM - 2:00 PM  PST,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//church-of-the-holy-apostles-and-the-mediator--philadelphia-pa--food-pantry/6220814712832000?postal=19118,['food pantry'],,"['all ages', 'individuals', 'families']",267-908-3287,https://www.hamphilly.org/copy-of-ministries,"260 South 51st Street, Philadelphia, PA 19139","https://www.google.com/maps/?q=260+South+51st+Street,+Philadelphia,+PA+19139/",['This program serves individuals and families who are facing food insecurity.'],available,The Community Food Ministry distributes food monthly to community members in need. This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9548575,-75.2243414,19139.0,FALSE,Closed,Closed,7:30 AM - 9:00 AM  PST,Closed,Closed,Closed,Closed
Food Pantry,https://www.auntbertha.com//second-baptist-church-of-frankford--philadelphia-pa--food-pantry/5609280872120320?postal=19118,['food pantry'],['spiritual support'],"['all ages', 'individuals', 'families']",215-533-6222,http://www.mysbcfrankford.org/about.html,"1801 Meadow Street, Philadelphia, PA 19124","https://www.google.com/maps/?q=1801+Meadow+Street,+Philadelphia,+PA+19124/",[],available,"Second Baptist Church of Frankford's food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsCall for details on eligibility, hours, and days to get service.",['English'],Free,TRUE,https://www.facebook.com/mysbcfrankford/,,"This program covers residents of the following cities: Philadelphia, PA.",40.0136253,-75.0799589,19124.0,FALSE,Closed,7:00 AM - 11:00 AM  PST,Closed,7:00 AM - 11:00 AM  PST,Closed,Closed,Closed
Human Services,https://www.auntbertha.com//african-family-health-organization-%2528afaho%2529--philadelphia-pa--human-services/5355967947210752?postal=19118,"['temporary shelter', 'food pantry', 'mental health care', 'navigating the system', 'case management']",,"['all ages', 'immigrants', 'refugees', 'individuals', 'families']",215-546-1232,http://afaho.org/human-services/,"2420 South 45th Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=2420+South+45th+Street,+Philadelphia,+PA+19143/",['This program serves African and Caribbean immigrants/refugees.'],available,"AFAHO’s multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient. This program provides:- Behavioral health - Domestic violence awareness and support- Housing assistance and monthly food assistance- Elders' programming- Individual case management- Family case management","['Arabic', 'English', 'French', 'Kinyarwanda', 'Swahili', 'Yoruba']",Free,TRUE,https://www.facebook.com/The-Salvation-Army-Nampa-Idaho-208522825852957/,https://www.twitter.com/@AFAHO,"This program covers residents of the following cities: Philadelphia, PA.",39.9454475,-75.2085961,19143.0,FALSE,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,Closed,Closed
Food Pantry,https://www.auntbertha.com//crusaders-for-christ-church--philadelphia-pa--food-pantry/5683489540931584?postal=19118,['food pantry'],,"['all ages', 'individuals', 'families']",215-387-3014,https://crusadersforchristpa.org/,"1201 South 47th Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=1201+South+47th+Street,+Philadelphia,+PA+19143/",[],available,Crusaders for Christ Church provides supplemental groceries to individuals and families in need of assistance in our community. This program provides:- Food to meet basic nutritional needsPlease contact this provider to see when the pantry is available.,['English'],Free,TRUE,https://www.facebook.com/MyCFC1/,https://www.twitter.com/@CFC_PA1,"This program covers residents of the following cities: Philadelphia, PA.",39.9448797,-75.2122188,19143.0,FALSE,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,5:00 AM - 2:00 PM  PST,Closed,Closed
Supportive Services,https://www.auntbertha.com//the-attic-youth-center--philadelphia-pa--supportive-services/6051122713985024?postal=19118,"['food pantry', 'meals', 'health education', 'sex education', 'computer or internet access', 'case management', 'one-on-one support', 'support groups', 'more education', 'tutoring', 'skills & training']",,"['young adults', 'teens', 'infectious disease', 'hiv/aids', 'individuals', 'lgbtqia+']",215-545-4331,https://atticyouthcenter.org/supportive-services/,"255 South 16th Street, Philadelphia, PA 19102","https://www.google.com/maps/?q=255+South+16th+Street,+Philadelphia,+PA+19102/",['This program helps people who are 14 to 23 years old.'],available,"The Attic Youth Center offers Supportive Services to assist LGBTQ youth in building the skills necessary to succeed in school, their jobs or careers, and the community.This program provides:- Meals- Food pantry- Safer sex supplies- One-on-one support- Support groups- Tutoring- Case management- Internship opportunities- Computer and wifi access",['English'],Free,TRUE,https://www.facebook.com/pages/The-Attic-Youth-Center/101066143279182,,"This program covers residents of the following counties: Montgomery County, PA and Philadelphia County, PA.",39.9477596,-75.1678542,19102.0,FALSE,7:00 AM - 3:00 PM  PST,7:00 AM - 4:00 PM  PST,7:00 AM - 4:00 PM  PST,7:00 AM - 3:00 PM  PST,7:00 AM - 4:00 PM  PST,Closed,Closed
Food Cupboard,https://www.auntbertha.com//the-church-of-st.-andrew-%2526-st.-monica--philadelphia-pa--food-cupboard/6520871286734848?postal=19127,['food pantry'],,"['anyone in need', 'all ages', 'individuals', 'families']",215-222-7606,http://www.ssandrewmonica.org/ministries.html,"3600 Baring Street, Philadelphia, PA 19104","https://www.google.com/maps/?q=3600+Baring+Street,+Philadelphia,+PA+19104/",['Anyone can access this program.'],available,The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs,['English'],Free,TRUE,https://www.facebook.com/ssandrewmonica/?rf=117087431642346,https://www.twitter.com/@ssAndrewMonica,"This program covers residents of the following counties: Philadelphia County, PA.",39.960617,-75.1943448,19104.0,FALSE,Closed,Closed,Closed,Closed,Closed,9:30 AM - 11:00 AM  EST,Closed
Helping Hands For The Hungry,https://www.auntbertha.com//st.-cyprian-church--philadelphia-pa--helping-hands-for-the-hungry/5375543808360448?postal=19127,"['food pantry', 'meals', 'clothing', 'spiritual support']",,"['anyone in need', 'all ages', 'individuals', 'families']",215-747-3250,https://saintcyprianchurch.org/hope-ministries/,"525 Cobbs Creek Parkway, Philadelphia, PA 19143","https://www.google.com/maps/?q=525+Cobbs+Creek+Parkway,+Philadelphia,+PA+19143/",['Anyone can access this program.'],available,"Helping Hands for the Hungry is a ministry that serves the needy on the last Saturday of each month. Our volunteers provide a delicious hot meal, food bags, clothing, but most importantly prayer and God’s Word.This program provides:- Meals- Food pantry- Clothing",['English'],Free,TRUE,https://www.facebook.com/StCyprianPhilly/,https://www.twitter.com/@StCyprianPhilly,"This program covers residents of the following counties: Philadelphia County, PA.",39.9539798,-75.2483409,19143.0,FALSE,9:30 AM - 11:15 AM  EST,Closed,9:30 AM - 11:15 AM  EST,Closed,Closed,Closed,Closed
Our Closet in Your Neighborhood (OCIYN),https://www.auntbertha.com//jewish-family-and-children%2527s-service-of-greater-philadelphia-%2528jfcs%2529--philadelphia-pa--our-closet-in-your-neighborhood-%2528ociyn%2529/5062487914577920?postal=19127,"['emergency food', 'food pantry', 'help find housing', 'housing advice', 'clothing', 'navigating the system']",,"['anyone in need', 'all ages', 'individuals', 'families']",267-256-2179,https://jfcsphilly.org/our-closet-in-your-neighborhood/,"19 South 38th Street, Philadelphia, PA 19104","https://www.google.com/maps/?q=19+South+38th+Street,+Philadelphia,+PA+19104/",['Anyone can access this program.'],available,"Our Closet In Your Neighborhood (OCIYN) is a free mobile program that provides basic necessities of food and clothing, as well as access to services and benefits, to families and individuals in need. The bus visits host sites in under-resourced neighborhoods and central locations with fresh, healthy produce and pantry staples, a mini pop-up clothing shop, and an onsite social worker. 

This program provides: 

- Food
- Clothing
- Navigation services

Visitors receive fresh, locally-sourced produce and pantry staples and are welcome to shop for 10 free, quality items of clothing, shoes, and accessories per person (with a limit of 25 total per family to allow for all to receive what they need). A JFCS social worker is present at every OCIYN event to connect those in need to additional services and benefits for which they may be eligible.

OCIYN also provides customized packages of emergency clothing delivered straight to those in need, as well as food package delivery to homebound clients. 

To learn more about these services or upcoming pop-up events, contact 267-256-2179 or [email protected].",['English'],Free,TRUE,https://www.facebook.com/OurClosetIYN/,https://www.twitter.com/@OurClosetIYN,"This program covers residents of the following cities: Philadelphia, PA.",39.9557056,-75.1980465,19104.0,FALSE,Closed,Closed,Closed,11:00 AM - 1:15 PM  CST,Closed,Closed,Closed
KITHS Kitchen and Garden,https://www.auntbertha.com//kiths--philadelphia-pa--kiths-kitchen-and-garden/5480325573640192?postal=19122,"['emergency food', 'food pantry', 'nutrition education', 'navigating the system']",,"['all ages', 'immigrants', 'refugees', 'individuals', 'families', 'asian', 'undocumented']",215-278-6222,https://www.kithservices.org/kiths-kitchen-and-garden,"4923 Old York Road, Philadelphia, PA 19141","https://www.google.com/maps/?q=4923+Old+York+Road,+Philadelphia,+PA+19141/",[],available,"KITHS Kitchen provides a culturally affirming stock pantry, supplied with food items reflective of what Cambodian refugees and Southeast Asians normally consume, such as canned baby corn, rice, seafood-based staples that are reminiscent of cuisines from their native countries (e.g., fish sauce, oyster sauce, etc.).This program provides:- Food distribution- Nutrition education- Information about food access opportunities- Emergency pantryKITHS cannot guarantee services without an appointment. Please call for more information.",['English'],Free,TRUE,https://www.facebook.com/kithsnonprofit/,,"This program covers residents of the following counties: Philadelphia County, PA.",40.0280731,-75.146067,19141.0,FALSE,Closed,12:00 PM - 5:00 PM,12:00 PM - 5:00 PM,12:00 PM - 5:00 PM,12:00 PM - 5:00 PM,11:00 AM - 5:00 PM,Closed
